title,mal_id,url,image,synopsis,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4,combined_title
Hitoribocchi wa Samishikute,13837,https://myanimelist.net/manga/13837/Hitoribocchi_wa_Samishikute,https://cdn.myanimelist.net/images/manga/3/20084.jpg?s=3683980d74c55d5301fba64f746714de,"Shio loves to write lyrics, and it's her secret dream to become a singer. However, THAT GUY found out about the dream that she can't tell anyone else about?!! (Source: Intercross)",It's lonely to be by myself,ひとりぼっちはさみしくて,nil,Romance,Sports,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Hitoribocchi wa Samishikute/It's lonely to be by myself/ひとりぼっちはさみしくて
"Inochi Mijikashi, Koiseyo Furyou Shounen!",52175,https://myanimelist.net/manga/52175/Inochi_Mijikashi_Koiseyo_Furyou_Shounen,https://cdn.myanimelist.net/images/manga/2/151979.jpg?s=6cfc507cb0994c3c991696a18de94ad4,"If you don't date her, you'll die! That was the prediction made to that delinquent boy. but what will be his destiny...? (Source: Chibi Manga)",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,"Inochi Mijikashi, Koiseyo Furyou Shounen!"
Iyada nante Iwasenai,25079,https://myanimelist.net/manga/25079/Iyada_nante_Iwasenai,https://cdn.myanimelist.net/images/manga/1/40369.jpg?s=422a281aee081bb2802e892dafffb771,"Anzu currently works part-time at a beach house however when it comes to serving male customers, she can't help but be cold and shy. When she accidentally spills a drink on one of them, a male co-work...",nil,イヤだなんて言わせない,/Vitamin Shounen,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Iyada nante Iwasenai/イヤだなんて言わせない/Vitamin Shounen
Kodomo no Omocha,18,https://myanimelist.net/manga/18/Kodomo_no_Omocha,https://cdn.myanimelist.net/images/manga/1/159410.jpg?s=d79fb33b5b3947699a0b733e41cc8e32,"Sana Kurata, a child actress, faces many problems in her classroom, including a major one - her bullying classmate, Akito Hayama. Sana's outgoing and friendly nature leads her to work towards correcti...",Kodocha: Sana's Stage,こどものおもちゃ,/Child's Toy,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Kodomo no Omocha/Kodocha: Sana's Stage/こどものおもちゃ/Child's Toy
Koibana!: Koiseyo Hanabi,4251,https://myanimelist.net/manga/4251/Koibana__Koiseyo_Hanabi,https://cdn.myanimelist.net/images/manga/3/191476.jpg?s=23a0a4dbd17577325bbdb8ce681973ad,"Meet Hanabi Marui, our heroine who hates boys more than anything in the world!! When she has to decide which high school to apply to, she does it without giving it any thought - it's going to be an al...",nil,コイバナ！ ―恋せよ花火―,nil,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Koibana!: Koiseyo Hanabi/コイバナ！ ―恋せよ花火―
Koisuru Harinezumi,70145,https://myanimelist.net/manga/70145/Koisuru_Harinezumi,https://cdn.myanimelist.net/images/manga/1/165651.jpg?s=ee494ba2fc36b0dadb6c6d523dd9a617,"To change from 'like' to 'love,' what strategies must Ozawa use on Hozuki? Hozuki Heiji is the troublemaker. He gets into fights and is very cold to everyone. Ozawa Kii witnesses a fight between a cla...",A Hedgehog in Love,恋するハリネズミ,/Harinezumi no Harry no Ohanashi,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,,Koisuru Harinezumi/A Hedgehog in Love/恋するハリネズミ/Harinezumi no Harry no Ohanashi
Konya mo Nemurenai,33251,https://myanimelist.net/manga/33251/Konya_mo_Nemurenai,https://cdn.myanimelist.net/images/manga/3/130147.jpg?s=56a97cb92f3af12a9c0379067ccd6728,"College student Rikiya Higuchi knows he likes men, but he has never had a boyfriend. In a moment of courage, he signs up for a gay dating website, hoping to find a man willing to build a relationship...",nil,今夜も眠れない,/No Sleep Tonight,Boys Love,Supernatural,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Demons,nil,nil,,,,,Konya mo Nemurenai/今夜も眠れない/No Sleep Tonight
Kuroko no Basket: Extra Game,83807,https://myanimelist.net/manga/83807/Kuroko_no_Basket__Extra_Game,https://cdn.myanimelist.net/images/manga/2/163711.jpg?s=46a4c4a64634d9ee8c7e74f38fb8240e,"The college basketball team Strky, comprised of familiar faces from past Interhigh tournaments, is ready to face off against the Jabberwock, a popular American street basketball team that has just arr...",nil,黒子のバスケ EXTRA GAME,/Kuroko's Basketball/Kuroko no Basuke/The Basketball Which Kuroko Plays. Extra Game,Sports,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Kuroko no Basket: Extra Game/黒子のバスケ EXTRA GAME/Kuroko's Basketball/Kuroko no Basuke/The Basketball Which Kuroko Plays. Extra Game
Mirai Nikki: Redial,50205,https://myanimelist.net/manga/50205/Mirai_Nikki__Redial,https://cdn.myanimelist.net/images/manga/1/104119.jpg?s=4ee7f83f0b08fcd5907dd9d3dc5a377f,"A story that picks up after the first story ends. It tells the tale of the 3rd Universe's Gasai Yuno after her encounter with the Yukiteru and Yuno of the other universes. Her life seems normal, but s...",nil,未来日記リダイヤル,/Future Diary: Redial,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Mirai Nikki: Redial/未来日記リダイヤル/Future Diary: Redial
Nise x Koi Boyfriend,82491,https://myanimelist.net/manga/82491/Nise_x_Koi_Boyfriend,https://cdn.myanimelist.net/images/manga/1/142981.jpg?s=80679cee8d654756d76806d9631080c4,Volume 1 1-2. Nise x Koi Boyfriend 3. Yowamushi Kareshi to Rokudenashi (A Cowardly Boyfriend and a Good-for-Nothing) 4. Kimi to Boku de Chouchou Musubi wo (A Ribbon Made of You and Me) 5. Usotsuki to...,nil,偽×恋ボーイフレンド,/Nisekoi Boyfriend/A Cowardly Boyfriend and a Good-for-Nothing/Yowamushi Kareshi to Rokudenashi/A Ribbon Made of You and Me/Kimi to Boku de Chouchou Musubi wo/A Happy End with A Liar/Usotsuki to Happy End wo,Boys Love,Comedy,Romance,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,Gender Bender,School,nil,,,,,Nise x Koi Boyfriend/偽×恋ボーイフレンド/Nisekoi Boyfriend/A Cowardly Boyfriend and a Good-for-Nothing/Yowamushi Kareshi to Rokudenashi/A Ribbon Made of You and Me/Kimi to Boku de Chouchou Musubi wo/A Happy End with A Liar/Usotsuki to Happy End wo
